StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q7,Q3,Q4
2022-04-07 08:35:17,2022-04-07 08:35:55,IP Address,130.189.175.148,100,37,True,2022-04-07 08:35:55,R_1IRCSwX7vBLrV7e,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Satisfied,,The treatment information presented was clear and actionable,
2022-04-07 08:35:32,2022-04-07 08:36:01,IP Address,130.189.175.148,100,28,True,2022-04-07 08:36:01,R_1KdoyVDDGEdmLrE,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Satisfied,,Specific ways in which PTSD symptoms might present differently with individuals with IDD.,
2022-04-07 08:35:08,2022-04-07 08:36:11,IP Address,130.189.157.5,100,63,True,2022-04-07 08:36:12,R_PYGqS9bpqqFAssp,,,,,43.6238000000000027966962079517543315887451171875,-72.13200000000000500222085975110530853271484375,anonymous,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Satisfied,,Appreciate the recognition that research of meds is mainly in neurotypical individuals.,Second half was a little more stilted in presentation
2022-04-07 08:35:35,2022-04-07 08:36:31,IP Address,216.66.108.218,100,55,True,2022-04-07 08:36:31,R_2QAm65DhLM5vzy5,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Somewhat Satisfied,"For me, this was a lot of review of things I already knew which I didn't find as helpful. ",Statistics about trauma in IDD,
2022-04-07 08:35:46,2022-04-07 08:36:32,IP Address,130.189.175.200,100,45,True,2022-04-07 08:36:32,R_OIibbBxOpBb2HiV,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,anonymous,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Highly satisfied,,I liked how utilizing therapy was emphasized in this video,
2022-04-07 08:36:08,2022-04-07 08:36:41,IP Address,130.189.175.148,100,32,True,2022-04-07 08:36:41,R_1GK2t974TtoTm83,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Highly satisfied,,"Don’t try to process trauma when there are big changes ",
2022-04-07 08:52:15,2022-04-07 08:53:07,IP Address,216.66.108.218,100,51,True,2022-04-07 08:53:08,R_2SBsDu5fc4aoGam,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Somewhat Satisfied,"The pharmacology part didn't seem any different than what we already know for CAP patients ",I enjoyed learning about how anxiety presents differently in people with IDD,
2022-04-07 08:52:09,2022-04-07 08:53:07,IP Address,130.189.175.144,100,58,True,2022-04-07 08:53:08,R_1GhuOB6yFf45Kud,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Highly satisfied,,"Appreciated discussion of medical versus psychiatric with anxiety diagnosis and treatment ",
2022-04-07 08:52:14,2022-04-07 08:53:38,IP Address,130.189.157.5,100,83,True,2022-04-07 08:53:38,R_2uzAm4CTFUGxnjP,,,,,43.6238000000000027966962079517543315887451171875,-72.13200000000000500222085975110530853271484375,anonymous,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Satisfied,,I found the specific discussion about the uniqueness of anxiety in IDD most helpful in both sections,The non-IDD portion was mostly review at my current level of training.
2022-04-07 08:52:43,2022-04-07 08:53:53,IP Address,130.189.175.200,100,69,True,2022-04-07 08:53:53,R_3jeP4ObXNmXfTwl,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,anonymous,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Highly satisfied,,"I liked how each of the medication classes were compared and contrasted, focusing on how there can be a variety of potentially helpful options",
2022-04-07 08:52:23,2022-04-07 08:54:01,IP Address,130.189.175.148,100,97,True,2022-04-07 08:54:01,R_87favjMVlshxNHb,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Somewhat Satisfied,Presentation was heavy on information but could have used more patient cases. The medication information is also basic and repetitive relative to our training level of residency,learning how anxiety presents in IDD was interesting,
2022-04-07 09:11:09,2022-04-07 09:11:32,IP Address,216.66.108.218,100,23,True,2022-04-07 09:11:33,R_2cC0TpoZHT5nksa,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Satisfied,,"Clear descriptions of presentation ",
2022-04-07 09:11:20,2022-04-07 09:11:46,IP Address,130.189.175.148,100,26,True,2022-04-07 09:11:47,R_2TXaMQnRn8G9QuI,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Satisfied,,Distinguishing ASD from OCD,
2022-04-07 09:11:17,2022-04-07 09:12:14,IP Address,130.189.175.144,100,56,True,2022-04-07 09:12:14,R_DibAH6FnKUQpqHT,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Satisfied,"Would like to have more information with how to work on ocd diagnosis with nonverbal patients ","Appreciated discusions of non pharmacological and pharmacological treatments for ocd ",
2022-04-07 09:11:49,2022-04-07 09:12:14,IP Address,130.189.175.148,100,24,True,2022-04-07 09:12:14,R_1g5g7Rd4NEmF9uN,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Highly satisfied,,"Look for mania ",
2022-04-07 09:11:19,2022-04-07 09:12:16,IP Address,130.189.157.5,100,56,True,2022-04-07 09:12:16,R_1rfDoSn7QMMmBBz,,,,,43.6238000000000027966962079517543315887451171875,-72.13200000000000500222085975110530853271484375,anonymous,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Highly satisfied,,Did a good job of pointing out the unique features of OCD in individuals with IDD and some of the pharmacologic issues that might arise. Appreciated the differentiation with ASD and also the discussion of Down Syndrome,
2022-04-07 09:27:21,2022-04-07 09:28:22,IP Address,130.189.175.200,100,61,True,2022-04-07 09:28:23,R_dbCijGTLaAPKyA1,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,anonymous,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Highly satisfied,,"Focusing on how obsessions can found in a variety of dx, no just OCD",
2022-04-07 09:34:01,2022-04-07 09:34:27,IP Address,130.189.175.148,100,25,True,2022-04-07 09:34:27,R_tKa8hetYrB0sHHH,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Highly satisfied,,Distinguishing other causes of psychotic symptoms in IDD,
2022-04-07 09:33:57,2022-04-07 09:34:46,IP Address,130.189.175.144,100,49,True,2022-04-07 09:34:46,R_1F3Zr3e6XRP9hVG,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Highly satisfied,,"Appreciated discussion on pseudo psychosis symptoms ",
2022-04-07 09:33:49,2022-04-07 09:34:53,IP Address,130.189.175.200,100,63,True,2022-04-07 09:34:53,R_1OIRPihY7JlHr8G,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,anonymous,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Highly satisfied,,"I liked the discussion about how some symptoms may appear psychotic in nature, but would be WNL if explored further (like monologue)",
2022-04-07 09:34:16,2022-04-07 09:35:06,IP Address,216.66.108.218,100,49,True,2022-04-07 09:35:06,R_2QXuNBRMt68khzK,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Highly satisfied,,"I liked the description of pseudopsychotic symptoms. That was very helpful. The presentation of psychotic symptoms was very helpful too. ",
2022-04-07 09:34:02,2022-04-07 09:36:43,IP Address,130.189.157.5,100,161,True,2022-04-07 09:36:43,R_3OjBLNjktQhKN1b,,,,,43.6238000000000027966962079517543315887451171875,-72.13200000000000500222085975110530853271484375,anonymous,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Highly satisfied,,Overall well-presented and largely focused on the unique presentation of psychosis in IDD. Appreciated the discussion of pseudopsychotic symptoms,"Consider discussing catatonia, which can commonly be missed in individuals with IDD. May also appreciate some discussion of ECT in individuals with IDD. Not sure which section this would be in."
2022-04-07 09:53:41,2022-04-07 09:54:18,IP Address,130.189.175.144,100,37,True,2022-04-07 09:54:19,R_31apuS8dAWxCGQd,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Highly satisfied,,Appreciated discussion with steps of pharmacology treatment for mania in IDD,
2022-04-07 09:54:18,2022-04-07 09:54:48,IP Address,216.66.108.218,100,29,True,2022-04-07 09:54:48,R_3lAlhC46t8ww2pf,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Satisfied,,"Great job! ",
2022-04-07 09:54:09,2022-04-07 09:54:50,IP Address,130.189.175.148,100,40,True,2022-04-07 09:54:50,R_1CjvCWuzsWbXsr8,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,qr,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Highly satisfied,,Treatment algorithms for patients with mood disorder,
2022-04-07 09:54:49,2022-04-07 09:55:37,IP Address,130.189.157.5,100,48,True,2022-04-07 09:55:38,R_21EQFhLVLWeeHT7,,,,,43.6238000000000027966962079517543315887451171875,-72.13200000000000500222085975110530853271484375,anonymous,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Highly satisfied,,Appreciated discussion about how symptom presentation may be unique in IDD,
2022-04-07 09:54:25,2022-04-07 09:55:52,IP Address,130.189.175.200,100,86,True,2022-04-07 09:55:52,R_2atXkzBUhLcFCp3,,,,,43.64439999999999741930878371931612491607666015625,-72.2455000000000069348971010185778141021728515625,anonymous,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Highly satisfied,,I enjoyed the focus on how symptoms of MDD can be different in the context of IDD as well as the focus on establishing a behavioral baseline,
2022-08-04 07:36:03,2022-08-04 07:36:29,IP Address,130.189.175.144,100,26,True,2022-08-04 07:36:30,R_1jwhUkMlCxFc9eM,,,,,43.6444,-72.2455,qr,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Satisfied,,"Nomenclature ",
2022-08-04 07:35:59,2022-08-04 07:36:31,IP Address,130.189.175.144,100,32,True,2022-08-04 07:36:32,R_10N2BfUUcVUb5KJ,,,,,43.6444,-72.2455,qr,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Satisfied,,"Clear language, good overview",
2022-08-04 07:35:58,2022-08-04 07:36:31,IP Address,130.189.175.148,100,33,True,2022-08-04 07:36:32,R_3MaE3sRXDNhxf0y,,,,,43.6444,-72.2455,qr,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Satisfied,,"Inclusive ",
2022-08-04 07:35:52,2022-08-04 07:36:34,IP Address,130.189.175.144,100,42,True,2022-08-04 07:36:34,R_1DNJtNmbF7mPThu,,,,,43.6444,-72.2455,qr,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Highly satisfied,,"Bringing in the reminder to be sensitive and the importance of warmth and empathy in our practice ","None "
2022-08-04 07:35:52,2022-08-04 07:36:35,IP Address,130.189.175.152,100,42,True,2022-08-04 07:36:36,R_1IoVrDGXS2TAlpk,,,,,43.6444,-72.2455,qr,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Highly satisfied,,"Very informative ",
2022-08-04 07:35:55,2022-08-04 07:36:38,IP Address,130.189.175.152,100,43,True,2022-08-04 07:36:38,R_7OnU9lIAJShD8RP,,,,,43.6444,-72.2455,qr,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Satisfied,,"It was very simple - on my level ","Maybe a classic case example "
2022-08-04 07:36:03,2022-08-04 07:36:39,IP Address,216.66.108.218,100,35,True,2022-08-04 07:36:39,R_2aklmtuo3HVBB5B,,,,,43.6444,-72.2455,qr,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Satisfied,"Clearly reading from scripts, poor lighting at times.",Information,
2022-08-04 07:36:12,2022-08-04 07:37:36,IP Address,130.189.175.204,100,83,True,2022-08-04 07:37:37,R_3PQXnN0J7L9ETxB,,,,,43.6444,-72.2455,anonymous,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Satisfied,,"good information. ","perhaps provide more examples of behaviors of interest. there may be a need for nuance in the discussion of caregiver wants balanced with patient wants. "
2022-08-04 07:36:12,2022-08-04 07:37:55,IP Address,130.189.175.148,100,102,True,2022-08-04 07:37:55,R_2Vpy11Wc8i8XhuX,,,,,43.6444,-72.2455,qr,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Highly satisfied,N/a,"Descriptions of definitions, as well as common signs ",N/a
2022-08-04 07:59:30,2022-08-04 07:59:53,IP Address,130.189.175.144,100,23,True,2022-08-04 07:59:53,R_2SlbOZTWuOLHQBW,,,,,43.6444,-72.2455,qr,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Satisfied,,Intersectionality,
2022-08-04 07:59:40,2022-08-04 07:59:56,IP Address,130.189.157.41,100,15,True,2022-08-04 07:59:56,R_2CjORYv98kCVXDs,,,,,43.6722,-72.3813,anonymous,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Satisfied,,n/a,
2022-08-04 07:59:41,2022-08-04 08:00:03,IP Address,130.189.175.148,100,22,True,2022-08-04 08:00:03,R_3qNGZh5gQIBmPAI,,,,,43.6444,-72.2455,qr,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Highly satisfied,,"Real pt perspective ",
2022-08-04 07:59:39,2022-08-04 08:00:05,IP Address,130.189.175.144,100,25,True,2022-08-04 08:00:05,R_paY7SkP33HjJUFb,,,,,43.6444,-72.2455,qr,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Satisfied,,"Personal stories ",
2022-08-04 07:59:34,2022-08-04 08:00:09,IP Address,216.66.108.218,100,34,True,2022-08-04 08:00:09,R_RyushkPv8JQzwsN,,,,,43.6444,-72.2455,qr,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Somewhat Satisfied,,Format,Better audio for advocacy part at the end
2022-08-04 07:59:33,2022-08-04 08:00:11,IP Address,130.189.175.144,100,37,True,2022-08-04 08:00:11,R_339IVckD1BTCj6A,,,,,43.6444,-72.2455,qr,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Highly satisfied,,"The self advocate gave great insight into the patient perspective of how they view their providers. ","None at this time. "
2022-08-04 07:59:59,2022-08-04 08:00:19,IP Address,130.189.175.204,100,19,True,2022-08-04 08:00:19,R_2TZC6vB0Qyww7Er,,,,,43.6444,-72.2455,anonymous,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Satisfied,,cultural competency,"its good. "
2022-08-04 07:59:39,2022-08-04 08:00:23,IP Address,130.189.175.148,100,44,True,2022-08-04 08:00:24,R_3MDwzElSoaiQve3,,,,,43.6444,-72.2455,qr,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Satisfied,,"Inclusive ",
2022-08-04 07:59:37,2022-08-04 08:00:39,IP Address,130.189.175.152,100,61,True,2022-08-04 08:00:39,R_3MMBIZOveg5eJ0Q,,,,,43.6444,-72.2455,qr,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Highly satisfied,,"People's lived experiences, non judgemental attitude ",None
2022-08-04 08:21:48,2022-08-04 08:22:04,IP Address,130.189.175.144,100,16,True,2022-08-04 08:22:04,R_2eQCfQtPUnGORNj,,,,,43.6444,-72.2455,qr,EN,"Systems of Care for People with IDD- Jennifer McLaren, MD and Lisa Plotnick, MD",Satisfied,,"Personal stories ",
2022-08-04 08:21:42,2022-08-04 08:22:05,IP Address,130.189.175.148,100,22,True,2022-08-04 08:22:05,R_1dMPbOOcZXsUEnF,,,,,43.6444,-72.2455,qr,EN,"Systems of Care for People with IDD- Jennifer McLaren, MD and Lisa Plotnick, MD",Satisfied,,"Informative ",
2022-08-04 08:21:42,2022-08-04 08:22:10,IP Address,130.189.175.148,100,28,True,2022-08-04 08:22:10,R_30bYJ4DxYHym5yy,,,,,43.6444,-72.2455,qr,EN,"Systems of Care for People with IDD- Jennifer McLaren, MD and Lisa Plotnick, MD",Highly satisfied,,"Patient and family perspective ",
2022-08-04 08:21:49,2022-08-04 08:22:13,IP Address,216.66.108.218,100,23,True,2022-08-04 08:22:13,R_2xPoVoAeuJzlQUg,,,,,43.6444,-72.2455,qr,EN,"Systems of Care for People with IDD- Jennifer McLaren, MD and Lisa Plotnick, MD",Somewhat Satisfied,". ",Speakers,None
2022-08-04 08:22:02,2022-08-04 08:22:21,IP Address,130.189.175.152,100,19,True,2022-08-04 08:22:22,R_2Ylg2pNjnuTm9y7,,,,,43.6444,-72.2455,qr,EN,"Systems of Care for People with IDD- Jennifer McLaren, MD and Lisa Plotnick, MD",Satisfied,,"Lived experience ",
2022-08-04 08:22:10,2022-08-04 08:22:30,IP Address,130.189.175.204,100,20,True,2022-08-04 08:22:31,R_3q9YCTsAv6Of9Ru,,,,,43.6444,-72.2455,anonymous,EN,"Systems of Care for People with IDD- Jennifer McLaren, MD and Lisa Plotnick, MD",Satisfied,,good overview of systems of care,none
2022-08-04 08:21:49,2022-08-04 08:22:37,IP Address,130.189.175.144,100,48,True,2022-08-04 08:22:38,R_phk4cgW9bhM65z3,,,,,43.6444,-72.2455,qr,EN,"Systems of Care for People with IDD- Jennifer McLaren, MD and Lisa Plotnick, MD",Satisfied,,Family perspective,"Role of clinician vs sw "
2022-08-04 08:21:45,2022-08-04 08:23:10,IP Address,130.189.175.144,100,85,True,2022-08-04 08:23:10,R_2zT708xJoHapvR2,,,,,43.6444,-72.2455,qr,EN,"Systems of Care for People with IDD- Jennifer McLaren, MD and Lisa Plotnick, MD",Satisfied,,"Helping better understand the system of care for IDD seems crucial and appreciated ","Finding ways in general to have the person watching interact with the material being presented "
2022-08-04 08:21:43,2022-08-04 08:23:13,IP Address,130.189.175.152,100,89,True,2022-08-04 08:23:13,R_2zGARqpCsgkbfkD,,,,,43.6444,-72.2455,qr,EN,"Systems of Care for People with IDD- Jennifer McLaren, MD and Lisa Plotnick, MD",Satisfied,,Informative,It would be helpful to focus more on the experiences of people with IDD
2022-08-04 08:45:17,2022-08-04 08:45:33,IP Address,130.189.175.148,100,16,True,2022-08-04 08:45:33,R_2dG44UuF2qZdDCP,,,,,43.6444,-72.2455,qr,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Satisfied,,Love ACIM,
2022-08-04 08:45:17,2022-08-04 08:45:45,IP Address,130.189.175.152,100,28,True,2022-08-04 08:45:45,R_1ITcRsFhmfRyCkp,,,,,43.6444,-72.2455,qr,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Highly satisfied,,"Funny, interactive",None
2022-08-04 08:45:15,2022-08-04 08:45:46,IP Address,216.66.108.218,100,30,True,2022-08-04 08:45:46,R_D03ypas3Lr0lqZr,,,,,43.6444,-72.2455,qr,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Highly satisfied,,"Best speaker ","Abrupt ending to the patient advocate "
2022-08-04 08:22:36,2022-08-04 08:45:47,IP Address,130.189.175.204,100,1391,True,2022-08-04 08:45:47,R_SK0mPXo6gp4Ldf3,,,,,43.6444,-72.2455,anonymous,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Satisfied,,positive psychology,none
2022-08-04 08:45:12,2022-08-04 08:45:48,IP Address,130.189.175.144,100,35,True,2022-08-04 08:45:48,R_1puuYajmJB1P7VN,,,,,43.6444,-72.2455,qr,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Highly satisfied,,"Dr Tamusulo’s exercise was poignant and excellent ",
2022-08-04 08:45:18,2022-08-04 08:45:58,IP Address,130.189.175.152,100,39,True,2022-08-04 08:45:58,R_qx8NoNrVsFl32wx,,,,,43.6444,-72.2455,qr,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Satisfied,,Dan,
2022-08-04 08:45:32,2022-08-04 08:46:10,IP Address,130.189.175.144,100,37,True,2022-08-04 08:46:10,R_O2qctn41KOgz5w5,,,,,43.6444,-72.2455,qr,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Satisfied,,"Dr tom ",
2022-08-04 08:45:30,2022-08-04 08:46:22,IP Address,130.189.175.144,100,52,True,2022-08-04 08:46:23,R_ZDAobnhyrLD94qt,,,,,43.6444,-72.2455,qr,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Satisfied,,"Personal experiences, engaging ",
2022-08-04 08:45:34,2022-08-04 08:47:11,IP Address,130.189.175.148,100,97,True,2022-08-04 08:47:12,R_12JxKJgGzm8kMOc,,,,,43.6444,-72.2455,qr,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Highly satisfied,,Positive presentation and validation that positive framing matters,
2022-08-04 08:46:08,2022-08-04 09:11:26,IP Address,130.189.175.204,100,1518,True,2022-08-04 09:11:27,R_3en3TAu0u0XZr8Q,,,,,43.6444,-72.2455,anonymous,EN,"Medical Assessment Considerations- Leslie Rubin, MD",Satisfied,,recognizing challenges of assessment,none
2022-08-04 09:11:03,2022-08-04 09:11:29,IP Address,130.189.175.152,100,25,True,2022-08-04 09:11:30,R_bCtfsalD6n5wcsp,,,,,43.6444,-72.2455,qr,EN,"Medical Assessment Considerations- Leslie Rubin, MD",Satisfied,,"Ethan’s mom rocks ",
2022-08-04 09:10:57,2022-08-04 09:11:29,IP Address,216.66.108.218,100,32,True,2022-08-04 09:11:30,R_USCeJU02UOgacRb,,,,,43.6444,-72.2455,qr,EN,"Medical Assessment Considerations- Leslie Rubin, MD",Satisfied,,"The POC mother talking about her son and reading a script ",
2022-08-04 09:11:02,2022-08-04 09:11:39,IP Address,130.189.175.152,100,37,True,2022-08-04 09:11:39,R_1MTeJjmx04WUBxs,,,,,43.6444,-72.2455,qr,EN,"Medical Assessment Considerations- Leslie Rubin, MD",Highly satisfied,,"People's experiences with tye health care system ",None
2022-08-04 09:11:03,2022-08-04 09:11:46,IP Address,130.189.175.144,100,43,True,2022-08-04 09:11:47,R_1dz6y2bj6Wguq4A,,,,,43.6444,-72.2455,qr,EN,"Medical Assessment Considerations- Leslie Rubin, MD",Highly satisfied,,Concrete examples,
2022-08-04 09:11:00,2022-08-04 09:11:50,IP Address,130.189.175.144,100,49,True,2022-08-04 09:11:50,R_2scdjrHRNaKpex2,,,,,43.6444,-72.2455,qr,EN,"Medical Assessment Considerations- Leslie Rubin, MD",Highly satisfied,,"Again the parent advocates seem to provide great insight my favorite part of each video so far. ",
2022-08-04 09:11:12,2022-08-04 09:12:15,IP Address,130.189.175.144,100,63,True,2022-08-04 09:12:15,R_vSmudPYPrsDjWkF,,,,,43.6444,-72.2455,qr,EN,"Medical Assessment Considerations- Leslie Rubin, MD",Satisfied,,Good medical info,Audio improvement
2022-08-04 09:10:58,2022-08-04 09:12:34,IP Address,130.189.175.148,100,95,True,2022-08-04 09:12:35,R_2VQNxl48GiMi8io,,,,,43.6444,-72.2455,qr,EN,"Medical Assessment Considerations- Leslie Rubin, MD",Somewhat Satisfied,,"Good patient perspective ",
2022-08-04 09:11:04,2022-08-04 09:13:01,IP Address,130.189.175.148,100,116,True,2022-08-04 09:13:02,R_2wB3BQOsig2xgCL,,,,,43.6444,-72.2455,qr,EN,"Medical Assessment Considerations- Leslie Rubin, MD",Not Satisfied,"Uncomfortable with positive portrayal of homeopathy, as well as with blanket use of “mental health” as a diagnosis. ",Patient family input,
2022-08-04 09:39:38,2022-08-04 09:40:03,IP Address,216.66.108.218,100,24,True,2022-08-04 09:40:03,R_sBvXUB4Y1slJ7Ed,,,,,43.6444,-72.2455,qr,EN,"The Lived Experience Perspective- Melanie Hecker, MPA, Susan Klick, BA, and Beth Grosso, MSW",Satisfied,,Environmental ideas,
2022-08-04 09:39:40,2022-08-04 09:40:04,IP Address,130.189.175.152,100,24,True,2022-08-04 09:40:05,R_1fcGUvkRcGF335F,,,,,43.6444,-72.2455,qr,EN,"The Lived Experience Perspective- Melanie Hecker, MPA, Susan Klick, BA, and Beth Grosso, MSW",Satisfied,,Format,
2022-08-04 09:39:42,2022-08-04 09:40:06,IP Address,130.189.175.148,100,23,True,2022-08-04 09:40:07,R_vk0Pl5t5hdRWCSR,,,,,43.6444,-72.2455,qr,EN,"The Lived Experience Perspective- Melanie Hecker, MPA, Susan Klick, BA, and Beth Grosso, MSW",Satisfied,,"Waiting room tips was great, never seen this addressed before",
2022-08-04 09:39:42,2022-08-04 09:40:16,IP Address,130.189.175.144,100,34,True,2022-08-04 09:40:16,R_1kOnmuUozzUomfW,,,,,43.6444,-72.2455,qr,EN,"The Lived Experience Perspective- Melanie Hecker, MPA, Susan Klick, BA, and Beth Grosso, MSW",Highly satisfied,,"The practical advice on crafting a better experience for patients was helpful ",
2022-08-04 09:39:46,2022-08-04 09:40:17,IP Address,130.189.175.144,100,30,True,2022-08-04 09:40:17,R_3G9wSNaFeSabG2A,,,,,43.6444,-72.2455,qr,EN,"The Lived Experience Perspective- Melanie Hecker, MPA, Susan Klick, BA, and Beth Grosso, MSW",Satisfied,,Practical solutions/approaches,
